"MSSubClass20","MSSubClass30","MSSubClass40","MSSubClass45","MSSubClass50","MSSubClass60","MSSubClass70","MSSubClass75","MSSubClass80","MSSubClass85","MSSubClass90","MSSubClass120","MSSubClass160","MSSubClass180","MSSubClass190","MSZoningC (all)","MSZoningFV","MSZoningRH","MSZoningRL","MSZoningRM","LotFrontage","LotArea","StreetGrvl","StreetPave","AlleyGrvl","AlleyPave","AlleyNone","LotShape","LandContourBnk","LandContourHLS","LandContourLow","LandContourLvl","Utilities","LotConfigCorner","LotConfigCulDSac","LotConfigFR2","LotConfigFR3","LotConfigInside","LandSlope","NeighborhoodBlmngtn","NeighborhoodBlueste","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNPkVill","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","Condition1Artery","Condition1Feedr","Condition1Norm","Condition1PosA","Condition1PosN","Condition1RRAe","Condition1RRAn","Condition1RRNe","Condition1RRNn","Condition2Artery","Condition2Feedr","Condition2Norm","Condition2PosA","Condition2PosN","Condition2RRAe","Condition2RRAn","Condition2RRNn","BldgType1Fam","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BldgTypeTwnhsE","HouseStyle1.5Fin","HouseStyle1.5Unf","HouseStyle1Story","HouseStyle2.5Fin","HouseStyle2.5Unf","HouseStyle2Story","HouseStyleSFoyer","HouseStyleSLvl","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyleFlat","RoofStyleGable","RoofStyleGambrel","RoofStyleHip","RoofStyleMansard","RoofStyleShed","RoofMatlClyTile","RoofMatlCompShg","RoofMatlMembran","RoofMatlMetal","RoofMatlRoll","RoofMatlTar&Grv","RoofMatlWdShake","RoofMatlWdShngl","Exterior1stAsbShng","Exterior1stAsphShn","Exterior1stBrkComm","Exterior1stBrkFace","Exterior1stCBlock","Exterior1stCemntBd","Exterior1stHdBoard","Exterior1stImStucc","Exterior1stMetalSd","Exterior1stPlywood","Exterior1stStone","Exterior1stStucco","Exterior1stVinylSd","Exterior1stWd Sdng","Exterior1stWdShing","Exterior2ndAsbShng","Exterior2ndAsphShn","Exterior2ndBrk Cmn","Exterior2ndBrkFace","Exterior2ndCBlock","Exterior2ndCmentBd","Exterior2ndHdBoard","Exterior2ndImStucc","Exterior2ndMetalSd","Exterior2ndOther","Exterior2ndPlywood","Exterior2ndStone","Exterior2ndStucco","Exterior2ndVinylSd","Exterior2ndWd Sdng","Exterior2ndWd Shng","MasVnrTypeBrkCmn","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","MasVnrArea","ExterQual","ExterCond","FoundationBrkTil","FoundationCBlock","FoundationPConc","FoundationSlab","FoundationStone","FoundationWood","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingFloor","HeatingGasA","HeatingGasW","HeatingGrav","HeatingOthW","HeatingWall","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType2Types","GarageTypeAttchd","GarageTypeBasment","GarageTypeBuiltIn","GarageTypeCarPort","GarageTypeDetchd","GarageTypeNone","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeatureGar2","MiscFeatureOthr","MiscFeatureShed","MiscFeatureTenC","MiscFeatureNone","MiscVal","MoSold","YrSold","SaleTypeCOD","SaleTypeCon","SaleTypeConLD","SaleTypeConLI","SaleTypeConLw","SaleTypeCWD","SaleTypeNew","SaleTypeOth","SaleTypeWD","SaleConditionAbnorml","SaleConditionAdjLand","SaleConditionAlloca","SaleConditionFamily","SaleConditionNormal","SaleConditionPartial","SalePrice"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,55,5687,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,6,1912,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,3,2,1,3,210,1,0,570,780,0,1,0,0,0,0,5,0,4,936,780,0,1716,1,0,2,0,6,1,2,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,1,0,3,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.8196746001392
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,11409,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,4,1949,2008,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,1,0,0,0,0,3,3,1,2,292,1,0,476,768,0,1,0,0,0,0,4,1,4,1148,568,0,1716,0,0,1,1,3,1,3,8,5,1,4,0,1,0,0,0,0,0,1949,1,1,281,3,3,2,0,0,0,0,160,0,0,0,0,0,0,0,1,0,1,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.7829526021833
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16659,0,1,0,0,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,7,1977,1994,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,34,2,2,0,1,0,0,0,0,3,3,1,5,795,1,0,0,795,0,1,0,0,0,0,2,1,4,1468,795,0,2263,1,0,2,1,3,1,4,9,7,1,3,0,1,0,0,0,0,0,1977,3,2,539,3,3,2,0,250,0,0,0,0,0,0,0,0,0,0,1,0,3,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.3673407931263
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,9600,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,5,1953,1953,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,238,2,2,0,1,0,0,0,0,3,3,1,6,1285,1,0,131,1416,0,1,0,0,0,0,3,1,4,1644,0,0,1644,1,0,1,0,3,1,3,7,7,2,4,0,1,0,0,0,0,0,1953,3,2,418,3,3,2,110,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.0257490913989
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,37,7937,0,1,0,0,1,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,6,1984,1984,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,3,3,3,6,819,1,0,184,1003,0,1,0,0,0,0,3,1,4,1003,0,0,1003,1,0,1,0,3,1,3,6,7,0,0,0,0,0,0,0,1,0,1984,1,2,588,3,3,2,120,0,0,0,0,0,0,4,0,0,0,0,1,0,3,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.8670972786908
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,13710,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,5,1950,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,1,0,0,0,0,3,3,1,4,420,1,0,490,910,0,1,0,0,0,0,3,1,3,910,648,0,1558,0,0,1,1,4,1,3,6,7,0,0,0,1,0,0,0,0,0,1950,1,1,282,3,3,2,289,0,0,0,0,0,0,3,0,0,0,0,1,0,6,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.9316357998284
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66,7399,0,1,0,1,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1997,1998,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1600,3,2,0,0,1,0,0,0,4,3,1,4,649,1,0,326,975,0,1,0,0,0,0,5,1,4,975,975,0,1950,0,0,2,1,3,1,4,7,7,1,3,0,0,0,0,0,1,0,1997,2,2,576,3,3,2,0,10,0,0,198,0,0,0,0,0,0,0,1,0,6,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.3842188309136
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,11700,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,6,1968,1968,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,365,3,2,0,1,0,0,0,0,3,3,1,5,384,3,175,143,702,0,1,0,0,0,0,4,1,4,1041,702,0,1743,0,1,1,2,3,1,3,7,7,1,4,0,1,0,0,0,0,0,1968,1,2,539,3,3,2,224,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.0725412529057
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,14000,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,8,1950,2004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,3,3,1,1,0,1,0,1092,1092,0,1,0,0,0,0,5,1,4,1152,0,0,1152,0,1,1,0,3,1,4,6,7,1,4,0,1,0,0,0,0,0,1950,1,1,300,3,3,2,0,36,0,0,0,0,0,4,0,0,0,0,1,0,8,2009,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11.9735098722995
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,90,15750,0,1,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,5,1953,1953,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,56,2,2,0,1,0,0,0,0,3,3,2,4,841,1,0,324,1165,0,1,0,0,0,0,3,1,4,1336,0,0,1336,1,0,1,0,2,1,3,5,7,2,4,0,1,0,0,0,0,0,1953,1,1,375,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.9640010843304
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66,16226,0,1,0,0,1,3,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,5,1998,1999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,4,3,1,6,281,1,0,747,1028,0,1,0,0,0,0,5,1,4,1210,1242,0,2452,0,0,2,1,4,1,4,9,7,1,3,0,0,0,1,0,0,0,1998,3,2,683,3,3,2,208,50,0,0,0,0,0,0,0,0,0,0,1,0,5,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.4950039373824
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118,13704,0,1,0,0,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,2001,2002,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,150,3,2,0,0,1,0,0,0,4,3,1,1,0,1,0,1541,1541,0,1,0,0,0,0,5,1,4,1541,0,0,1541,0,0,2,0,3,1,4,6,7,1,3,0,1,0,0,0,0,0,2001,2,3,843,3,3,2,468,81,0,0,0,0,0,0,0,0,0,0,1,0,1,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.2307652581205
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,9800,0,1,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,7,1972,1972,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,3,3,1,5,894,1,0,0,894,0,1,0,0,0,0,3,1,4,894,0,0,894,1,0,1,0,3,1,3,5,7,0,0,0,1,0,0,0,0,0,1975,1,2,552,3,3,2,256,0,0,0,0,0,0,2,0,0,0,0,1,0,7,2006,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11.9177236840907
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,87,18386,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,9,1880,2002,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,3,3,1,1,0,1,0,1470,1470,0,1,0,0,0,0,5,1,4,1675,1818,0,3493,0,0,3,0,3,1,4,10,7,1,5,0,1,0,0,0,0,0,2003,1,3,870,3,3,2,302,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.594730635322
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,10386,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,5,2004,2005,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,246,3,2,0,0,1,0,0,0,4,3,1,6,1464,1,0,536,2000,0,1,0,0,0,0,5,1,4,2000,0,0,2000,1,0,2,0,3,1,4,8,7,0,0,0,1,0,0,0,0,0,2004,3,3,888,3,3,2,168,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.631013530139
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,116,13474,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1990,1991,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,246,3,2,0,1,0,0,0,0,4,3,1,5,700,1,0,0,700,0,1,0,0,0,0,4,1,4,1122,1121,0,2243,1,0,2,1,4,1,4,8,7,1,3,0,1,0,0,0,0,0,1990,2,3,746,3,3,2,127,44,224,0,0,0,0,0,0,0,0,0,1,0,6,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.3238556811866
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7920,0,1,1,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,7,1920,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,3,3,1,1,0,1,0,319,319,0,1,0,0,0,0,3,1,3,1035,371,0,1406,0,0,1,0,3,1,2,6,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,144,0,0,0,0,0,3,0,0,0,0,1,0,3,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.4019939042629
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12342,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,5,1940,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,3,3,1,4,262,1,0,599,861,0,1,0,0,0,0,5,1,4,861,0,0,861,0,0,1,0,1,1,3,4,7,0,0,0,0,0,0,0,1,0,1961,1,2,539,3,3,2,158,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.3205535723228
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,12378,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,5,2003,2004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,5,3,4,6,1274,1,0,622,1896,0,1,0,0,0,0,5,1,4,1944,0,0,1944,1,0,2,0,3,1,5,8,7,3,5,0,1,0,0,0,0,0,2003,3,3,708,3,3,2,208,175,0,0,0,0,0,0,0,0,0,0,1,0,11,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.7938593104323
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7685,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,5,1993,1994,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,112,2,2,0,0,1,0,0,0,4,3,1,5,518,1,0,179,697,0,1,0,0,0,0,4,1,4,697,804,0,1501,0,0,2,1,3,1,4,6,7,1,3,0,1,0,0,0,0,0,1993,3,2,420,3,3,2,190,63,0,0,0,0,0,0,0,0,0,0,1,0,5,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.0173305209333
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,8000,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,6,1948,2002,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,3,3,1,5,680,1,0,292,972,0,1,0,0,0,0,5,1,4,972,0,0,972,1,0,1,0,2,1,3,5,7,1,4,0,0,0,0,0,1,0,1948,1,1,240,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.7905572015685
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,65,7800,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,7,1939,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,4,3,2,3,507,1,0,286,793,0,1,0,0,0,0,3,1,4,793,325,0,1118,1,0,1,0,3,1,3,5,7,1,4,0,0,0,0,0,1,0,1939,1,2,410,3,3,2,0,0,0,0,271,0,0,3,0,0,0,0,1,0,5,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.6944133410156
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,215245,0,1,0,0,1,3,0,0,1,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,1965,1965,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,4,3,4,5,1236,3,820,80,2136,0,0,1,0,0,0,3,1,4,2036,0,0,2036,2,0,2,0,3,1,3,8,7,2,4,0,1,0,0,0,0,0,1965,2,2,513,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.8346813049525
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,60,9600,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,7,1925,1990,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,1,0,0,0,0,0,3,4,1,2,16,1,0,712,728,0,1,0,0,0,0,5,1,4,832,809,0,1641,0,1,1,1,3,1,5,6,7,1,4,0,0,0,0,0,1,0,1925,1,2,546,2,3,2,0,0,234,0,0,0,0,0,0,0,0,0,1,0,8,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.0895388292742
