"Id","SalePrice"
1689,184977.598025084
1690,175258.455306069
1691,165188.145517475
1692,234364.633641441
1693,154822.273202747
1694,159864.422159404
1695,154442.302313788
1696,251009.68261064
1697,164018.281727256
1698,336875.776481703
1699,325717.004326623
1700,225442.947893986
1701,258990.832428551
1702,297162.382273391
1703,270392.445710648
1704,287402.249318029
1705,227368.684696599
1706,493226.053949793
1707,214008.867274589
1708,215529.32336445
1709,317064.349490153
1710,237170.834830396
1711,235067.051076611
1712,284024.385333898
1713,249113.23694285
1714,226677.588114991
1715,194768.468534892
1716,205068.325179004
1717,181242.036888256
1718,147242.835499425
1719,196991.781917093
1720,258069.507471401
1721,181768.87049997
1722,134381.193056627
1723,154307.76198746
1724,230155.219003706
1725,215895.835060258
1726,181008.080818657
1727,175341.890339562
1728,175227.382206992
1729,167860.424241305
1730,163220.837682032
1731,121255.852320465
1732,131072.569931141
1733,115376.485129682
1734,121596.814031653
1735,133415.005454415
1736,119768.294209107
1737,363595.659512598
1738,227657.374119173
1739,325248.983159546
1740,228024.367861894
1741,178581.548988548
1742,160102.038269985
1743,172026.067077
1744,310446.088606726
1745,228748.375343393
1746,209480.950830057
1747,213287.570469635
1748,232452.779723413
1749,149569.247706087
1750,146893.412714035
1751,239817.111459453
1752,120641.372908994
1753,166086.822458306
1754,207335.60588785
1755,158387.263077953
1756,123052.937440696
1757,126644.962275034
1758,135786.65390181
1759,160581.09387833
1760,158604.229157418
1761,146365.927644139
1762,168736.381085009
1763,166691.533976796
1764,115456.270563588
1765,194355.04550648
1766,178901.32987372
1767,212374.67947703
1768,143938.64764058
1769,179412.262374316
1770,146473.753684073
1771,129450.322492456
1772,142507.73946489
1773,120532.662958524
1774,172772.902637551
1775,146808.135657643
1776,113252.368048044
1777,106810.583542603
1778,134163.994283643
1779,103586.998191859
1780,166011.373034008
1781,132388.015233157
1782,94559.2876294159
1783,141304.479772475
1784,92707.7566170048
1785,123948.972797223
1786,118195.121375924
1787,170436.192627055
1788,56743.8911895552
1789,114700.572620151
1790,71711.802354778
1791,238195.357990714
1792,179965.619648681
1793,126589.364957968
1794,161360.243843484
1795,140706.505922382
1796,115270.827690798
1797,140174.75041679
1798,127183.385795703
1799,114260.305210474
1800,110061.470479468
1801,133939.023758379
1802,146947.58081177
1803,155657.252113389
1804,148878.403526457
1805,137810.364955261
1806,141224.482078852
1807,136260.932184375
1808,109742.459030418
1809,108428.974733492
1810,127847.542129206
1811,103421.027680917
1812,100045.333140179
1813,134585.776053742
1814,96464.2462698077
1815,50974.0221069093
1816,106017.055545427
1817,100188.574163328
1818,152249.160044925
1819,123202.832284148
1820,63559.014641006
1821,116272.456295038
1822,143265.808997931
1823,52611.2350015468
1824,130863.125365041
1825,122659.369756718
1826,96906.7064607713
1827,110184.666719101
1828,131734.058567739
1829,136300.277000633
1830,152229.211603358
1831,159300.578293603
1832,134929.121032464
1833,134612.313535912
1834,125336.074392424
1835,132973.03725607
1836,152992.829800149
1837,91528.9302404532
1838,129052.3054954
1839,108629.059787525
1840,132676.991118872
1841,133891.211113088
1842,81794.3035265596
1843,144246.928590624
1844,125137.746886629
1845,123568.645806305
1846,142249.936354462
1847,147177.577306718
1848,44659.0118474643
1849,98474.8665942801
1850,122643.057067578
1851,150448.61459198
1852,127221.770277801
1853,130252.238739886
1854,173851.23233847
1855,141601.172761275
1856,205131.851359414
1857,112570.614295694
1858,147881.00508107
1859,115499.952046954
1860,149602.479478148
1861,114887.257635776
1862,296015.514298661
1863,296015.514298661
1864,296015.514298661
1865,347866.83279632
1866,338870.679434984
1867,259645.649632449
1868,283863.958304148
1869,204495.131287768
1870,227275.21311498
1871,257026.463957243
1872,157118.087368881
1873,220660.678146408
1874,155831.363441347
1875,210369.20490793
1876,179389.914704571
1877,212492.328508461
1878,219418.507840586
1879,121492.751927877
1880,143105.800778659
1881,271328.185269905
1882,254122.568345005
1883,195199.783313309
1884,210187.148461375
1885,230723.825960564
1886,277144.19694882
1887,203421.248032704
1888,268923.858263916
1889,153450.57403461
1890,129619.379720914
1891,141607.564929552
1892,104727.604209245
1893,124924.961351589
1894,153231.027090412
1895,139813.261475569
1896,117497.923279235
1897,102417.119914154
1898,115707.20072582
1899,134355.209736499
1900,132496.952105269
1901,134642.195339326
1902,124029.074031283
1903,200184.009684897
1904,133061.007415002
1905,185075.85487734
1906,150964.862623671
1907,180271.228788435
1908,133504.434204997
1909,142002.677164349
1910,142002.677164349
1911,176629.178249669
1912,334741.973437819
1913,128772.370880232
1914,83652.6365032559
1915,251327.134790399
1916,48421.8021354161
1917,250215.932765152
1918,138136.888879906
1919,173172.688288726
1920,192408.701934605
1921,409532.179655418
1922,328508.373376235
1923,207220.364723522
1924,215311.746749295
1925,211058.242933599
1926,394312.247244463
1927,142506.503589917
1928,148468.232608798
1929,130920.914142437
1930,128466.813878959
1931,143073.769571727
1932,133227.49296965
1933,179269.257593692
1934,170450.099896218
1935,152233.192316676
1936,171095.262129423
1937,167294.770942933
1938,163735.069539554
1939,252364.017863132
1940,202168.687613696
1941,172077.112774546
1942,165520.497237376
1943,203723.760871044
1944,293148.544674038
1945,347780.257256321
1946,140542.680012732
1947,311591.85928011
1948,174487.458305345
1949,240472.526899573
1950,210243.884020652
1951,266795.123481244
1952,232772.637931102
1953,154595.237905014
1954,200113.882784135
1955,136216.130969816
1956,389601.1079416
1957,174051.005535053
1958,285178.545913476
1959,153604.081266785
1960,116811.902502237
1961,123116.201260439
1962,115626.596485201
1963,124590.216987598
1964,120315.33337209
1965,158774.435401141
1966,165482.032955586
1967,274442.852966447
1968,401985.613286895
1969,367237.998291111
1970,457387.280973482
1971,474091.578001083
1972,378579.552440572
1973,249152.17553264
1974,283602.630400232
1975,501238.379721449
1976,259915.269794423
1977,331225.353881055
1978,368026.111669193
1979,367352.874516856
1980,202324.027038236
1981,361306.682055556
1982,221001.055056102
1983,221001.055056102
1984,183907.910024312
1985,216570.34362051
1986,224171.904622575
1987,184311.23238707
1988,161766.398797257
1989,187758.391506189
1990,203479.717706915
1991,214600.376538426
1992,203399.246934098
1993,168410.450926306
1994,227382.961328606
1995,184610.099309801
1996,253269.48441614
1997,337675.806339822
1998,332301.087933773
1999,225453.826512345
2000,338511.248450984
2001,240585.495650185
2002,235101.665266162
2003,273315.354421162
2004,250237.122294451
2005,230508.807426737
2006,226803.17716415
2007,268233.778870158
2008,187944.246779114
2009,177031.478210642
2010,189136.197259541
2011,148963.321573688
2012,183713.083613119
2013,164691.42716925
2014,169910.13780604
2015,183416.057967879
2016,178433.182378482
2017,187152.845550604
2018,121408.670092033
2019,133337.435856569
2020,115721.043317014
2021,111604.888854571
2022,172181.442851975
2023,137993.569032393
2024,218713.541520185
2025,416774.651496885
2026,189714.790434488
2027,146418.869329749
2028,175379.058662395
2029,160570.845493352
2030,286642.781407634
2031,247688.587104712
2032,264807.721993762
2033,274906.607559922
2034,167344.138484533
2035,198404.413549165
2036,204850.968172891
2037,205938.042984877
2038,323874.657492477
2039,198119.339232025
2040,280234.761613425
2041,280206.491113476
2042,201076.627764786
2043,180675.048203102
2044,198509.515541633
2045,237997.008411012
2046,181877.933432435
2047,140997.377240544
2048,141580.194444447
2049,184852.368480381
2050,179640.435293335
2051,91805.4474672181
2052,130622.152724377
2053,142313.480300444
2054,96662.8805871484
2055,158322.377540697
2056,129486.017380972
2057,118503.10726909
2058,203368.957371788
2059,116772.890365893
2060,167285.746122305
2061,175824.197048369
2062,125844.228855367
2063,109632.107976376
2064,143657.661908435
2065,117076.965564051
2066,162210.352864098
2067,90891.2650492952
2068,184597.263993739
2069,88090.3989447393
2070,120120.977339683
2071,101558.286201093
2072,152174.774812087
2073,129810.347284017
2074,193546.86656413
2075,143657.80864097
2076,132535.97841065
2077,142328.358903206
2078,121050.073351491
2079,141651.636998425
2080,139054.032761132
2081,127022.577063481
2082,163830.250929874
2083,140946.462763917
2084,123543.459069045
2085,125793.145136657
2086,126198.786267738
2087,136998.160062304
2088,103012.669296743
2089,86198.5366093759
2090,131691.704354861
2091,100515.620231837
2092,127309.200084668
2093,120874.353901533
2094,119024.611776059
2095,155485.996358158
2096,90191.003336445
2097,104050.842085072
2098,152387.85732423
2099,59077.3525583436
2100,97434.4135924765
2101,111847.96198359
2102,144194.324117273
2103,96144.6732467566
2104,147509.471011892
2105,118689.045751723
2106,73032.7468771265
2107,200177.711007209
2108,124525.251773687
2109,115824.37364035
2110,126463.354588731
2111,162605.883088765
2112,129988.237766893
2113,122067.864099177
2114,123109.326274955
2115,157590.034614687
2116,119772.855581739
2117,160003.420526137
2118,119570.737246398
2119,125980.862896758
2120,114534.36940239
2121,92376.7069091532
2122,111242.358647539
2123,87113.2703533252
2124,170220.831522652
2125,143982.209983854
2126,125122.918054612
2127,172743.751046371
2128,136537.045655506
2129,113082.611352565
2130,141678.081804829
2131,146901.104054309
2132,116677.606409602
2133,132981.123468818
2134,122967.744951143
2135,104447.612288495
2136,66798.4270713383
2137,121705.6242422
2138,133084.140676462
2139,144696.253629589
2140,137860.046248896
2141,145240.429300895
2142,124901.664779308
2143,141133.530763578
2144,108824.489750331
2145,136584.058764149
2146,165094.55993346
2147,124519.229118477
2148,135586.35781412
2149,156457.027320175
2150,212692.905130569
2151,121244.904615311
2152,154517.876402614
2153,160104.71661792
2154,108483.534090397
2155,144207.43438979
2156,247419.08018423
2157,223779.873635795
2158,206897.567077989
2159,194556.791554426
2160,168827.378203152
2161,276214.562284799
2162,519300.832985434
2163,348305.100861867
2164,241187.426771224
2165,174190.061297269
2166,159259.357276558
2167,205948.333241803
2168,180729.949271485
2169,186802.79813449
2170,207123.668929131
2171,142105.415968996
2172,146445.166192107
2173,151358.426637075
2174,242650.750119534
2175,309403.895628717
2176,284821.219666113
2177,248314.356956383
2178,212645.438427231
2179,140184.021603158
2180,242318.120077078
2181,209000.613478439
2182,259745.283037338
2183,209083.462019397
2184,125474.379891852
2185,116015.90386753
2186,157842.08341118
2187,156566.909841551
2188,161692.968802233
2189,230499.552612134
2190,83073.6624563985
2191,83073.6624563985
2192,91680.9322925046
2193,107559.549939457
2194,99861.3550719323
2195,104122.417691792
2196,105412.91818153
2197,116491.11191677
2198,167861.900973703
2199,171246.845321203
2200,121607.56507554
2201,117342.654546827
2202,176230.241066491
2203,108941.647264824
2204,142566.70707124
2205,105739.088430063
2206,130614.858533107
2207,186670.429732608
2208,227688.052656293
2209,190935.137277807
2210,133831.070941612
2211,123427.266643141
2212,130429.545126504
2213,113869.432303846
2214,129611.133768144
2215,108821.870819507
2216,156783.977942277
2217,59203.9814062715
2218,89572.2913466489
2219,91266.2229814297
2220,89007.8699227914
2221,254107.007466235
2222,229060.839498724
2223,283314.351793028
2224,213291.643435573
2225,115721.477805674
2226,177275.71343889
2227,205120.330992627
2228,258094.657342235
2229,226170.851805984
2230,134131.133012527
2231,197078.956459229
2232,184724.67393181
2233,168132.006350952
2234,224697.401910303
2235,208391.442880354
2236,278931.081592275
2237,331118.302631912
2238,210040.715412887
2239,134235.767054052
2240,160993.663470248
2241,141642.78638488
2242,141181.900456026
2243,144854.202972147
2244,117184.128339169
2245,107088.575733021
2246,136376.55139789
2247,139674.018675434
2248,132215.497114854
2249,123962.720715033
2250,133670.51429867
2251,115254.833508361
2252,197498.106163483
2253,138465.350816306
2254,148556.995608684
2255,175372.985205017
2256,170977.724137509
2257,205417.602154445
2258,173473.803740432
2259,165618.29856074
2260,158535.323140402
2261,187794.075784147
2262,203425.8672587
2263,298351.59628601
2264,546127.193658407
2265,158150.290483924
2266,295070.810948206
2267,364903.626585953
2268,359999.56257371
2269,165301.677443913
2270,187452.983832388
2271,230471.433399453
2272,184388.451186503
2273,165716.837055155
2274,164322.439505114
2275,190529.93355017
2276,190944.828128433
2277,187343.533008952
2278,151173.786325949
2279,119548.208605578
2280,120897.038690149
2281,180854.593118058
2282,182043.881358478
2283,126797.703976414
2284,128035.493274084
2285,174245.759935483
2286,129229.92395262
2287,340968.804604698
2288,286129.681944906
2289,365209.531437252
2290,481900.166342979
2291,292406.00531348
2292,399662.412928308
2293,537516.506651459
2294,435362.551157934
2295,507033.706675097
2296,303762.433537262
2297,256394.02584432
2298,351017.104229833
2299,402669.841407627
2300,304175.284490799
2301,236458.721675687
2302,253470.452389101
2303,267519.458934665
2304,268841.62670696
2305,185560.319696817
2306,185560.319696817
2307,183208.679156839
2308,251057.995424619
2309,289390.984179749
2310,218995.127252393
2311,204558.992958565
2312,169095.375780127
2313,162577.714337671
2314,170464.052346768
2315,161861.824346148
2316,166792.9489674
2317,176739.52526829
2318,163320.098061227
2319,173770.062513574
2320,202705.864429935
2321,241650.415896659
2322,188982.766803695
2323,164011.87567731
2324,154822.273202747
2325,221818.971372776
2326,155082.880703743
2327,201542.227860116
2328,203675.065679332
2329,174162.199194947
2330,173504.634474761
2331,360929.092782847
2332,426617.773763169
2333,315683.05635167
2334,244105.51678181
2335,244996.785853052
2336,319035.190519549
2337,222963.211134367
2338,265219.900183106
2339,238990.143805971
2340,413916.348682856
2341,220708.350200215
2342,239283.217550456
2343,226929.766829557
2344,219805.087484837
2345,268082.892583555
2346,224000.953873144
2347,204382.320718111
2348,224228.30979758
2349,159061.647885079
2350,250621.252849622
2351,253004.068644314
2352,270644.163673214
2353,244824.456482019
2354,144033.78803429
2355,160847.375135402
2356,152791.850042344
2357,218694.739148168
2358,175760.577910375
2359,131751.812811207
2360,119326.19117722
2361,155949.047026079
2362,252573.732419335
2363,130541.631471113
2364,164908.444540608
2365,223005.184868068
2366,196883.004578069
2367,239599.899745292
2368,200559.234919394
2369,244288.902952122
2370,158674.532601497
2371,162539.405941209
2372,203594.512095323
2373,243444.47477946
2374,312256.672455345
2375,225170.350918037
2376,304121.102182828
2377,377221.602772134
2378,144312.976802272
2379,211763.821944599
2380,146897.330346656
2381,159623.795631432
2382,209497.35132298
2383,230579.971406965
2384,232699.893769997
2385,162339.187150176
2386,132130.845485512
2387,130534.534552305
2388,98590.3318492852
2389,119066.375386592
2390,124775.955265743
2391,150418.206470142
2392,129048.694691756
2393,170442.909303694
2394,136576.749448452
2395,200301.419846879
2396,145314.198357862
2397,208017.733326197
2398,125277.604263971
2399,64675.2531497482
2400,73244.9104806867
2401,125040.257467196
2402,130334.651547981
2403,181173.364419633
2404,134673.297247844
2405,151429.423677032
2406,139962.63309037
2407,124780.733946627
2408,154646.672033616
2409,128468.415290678
2410,180121.815759006
2411,113475.237394968
2412,144059.846028384
2413,130936.728326469
2414,146961.525763405
2415,162392.029215492
2416,131455.743304672
2417,144615.832936097
2418,129743.301616566
2419,120570.789949748
2420,115121.77625822
2421,137201.244152567
2422,114855.746588798
2423,105468.959033417
2424,138909.390002599
2425,191967.325281085
2426,134543.970869193
2427,119442.091644466
2428,153044.014821058
2429,127834.086440821
2430,134609.21291219
2431,97665.6962331073
2432,137269.827698413
2433,136914.944441916
2434,134369.107011083
2435,144515.152421561
2436,97281.064805961
2437,111734.453897368
2438,114409.754677173
2439,124045.116335467
2440,134090.38990593
2441,103415.772430517
2442,105743.943183242
2443,128045.570738612
2444,117423.022229405
2445,89584.3501277964
2446,132781.053371721
2447,206128.863069551
2448,134978.43665513
2449,116210.84861162
2450,151040.632016488
2451,125494.094300525
2452,182291.868922189
2453,91187.3707803267
2454,107393.452190256
2455,116038.164110185
2456,132614.522889838
2457,124391.523353362
2458,118449.113597849
2459,117982.699669927
2460,133860.642170131
2461,128102.038341207
2462,133087.651436605
2463,115920.514767459
2464,185779.882203868
2465,141514.717409015
2466,115721.391279202
2467,138866.035868433
2468,83996.0564878788
2469,82584.0988303897
2470,192044.967406554
2471,212530.483598203
2472,168612.966844151
2473,124231.762142083
2474,100904.566197841
2475,216609.798349581
2476,115613.732424073
2477,117927.624045535
2478,159172.768297886
2479,95274.3374752524
2480,147787.095529879
2481,111768.281833983
2482,127415.016733296
2483,114303.121464263
2484,124840.934456849
2485,132822.849051299
2486,136932.079769767
2487,142992.730940163
2488,148068.424406501
2489,139652.008048762
2490,135548.193296487
2491,98493.2470376928
2492,174420.804451644
2493,130686.539924776
2494,150121.448056444
2495,100269.000305613
2496,231187.283535741
2497,154821.579438575
2498,113152.086456264
2499,85840.3873353681
2500,137080.772993952
2501,142729.995988674
2502,138353.023570229
2503,104893.284548062
2504,182341.045997397
2505,195960.070572188
2506,281240.891189872
2507,364520.456525229
2508,281240.891189872
2509,239745.780308314
2510,246481.306135938
2511,194640.412270644
2512,204063.840943143
2513,201245.580208824
2514,212309.084857856
2515,149376.105761123
2516,157179.742493087
2517,153691.152332599
2518,137793.310464659
2519,210698.245137857
2520,193844.12090672
2521,191503.225005328
2522,203809.503962055
2523,121146.512403186
2524,128375.882215442
2525,153379.166585188
2526,142654.194308492
2527,108898.939509009
2528,128154.571940951
2529,123511.370369836
2530,124105.783446017
2531,238226.494017625
2532,216954.241918446
2533,195985.738313485
2534,234870.794888219
2535,302886.520671712
2536,208709.627756551
2537,212108.896177558
2538,181840.204525653
2539,188539.212353283
2540,179861.662698472
2541,178859.694002863
2542,151530.085081996
2543,120141.825092511
2544,130525.716087931
2545,127702.432084588
2546,159212.97189223
2547,150164.196506197
2548,151461.490708844
2549,148828.642755028
2550,2476410.60229358
2551,141607.564929552
2552,135467.784912556
2553,68233.1848885124
2554,122798.239359839
2555,113500.128000508
2556,99022.4094220026
2557,108084.252311007
2558,164640.064042398
2559,128203.686741769
2560,124701.888469768
2561,131218.453614385
2562,126535.452936252
2563,134878.574944883
2564,162750.09131999
2565,98121.1571391128
2566,123860.161321313
2567,120493.596721154
2568,163748.08187782
2569,187336.915737326
2570,134256.979931034
2571,188222.684574624
2572,174585.967836623
2573,221052.702319309
2574,232403.137060718
2575,148601.7241719
2576,128275.615123098
2577,122608.287334013
2578,104576.134573187
2579,50543.7520626028
2580,119427.859178
2581,133453.449674084
2582,126786.62215754
2583,248377.297990832
2584,161460.284177843
2585,182056.526591289
2586,209402.890805528
2587,204132.608014214
2588,148195.794656743
2589,148897.772272405
2590,217782.950874635
2591,189567.762358074
2592,235880.849208536
2593,243293.631909013
2594,207157.08148206
2595,207469.320717278
2596,304396.943750558
2597,195064.615763948
2598,248822.452765091
2599,366870.514651646
2600,121994.892841693
2601,143472.258410829
2602,95554.1691053241
2603,102051.386966201
2604,103334.453088387
2605,87299.0599387356
2606,135200.694972248
2607,174628.482886122
2608,178828.576927561
2609,157176.145365882
2610,118156.727088609
2611,119968.959774863
2612,148447.750733778
2613,132215.497114854
2614,127367.62497705
2615,145353.435642483
2616,134435.495347826
2617,196288.813603154
2618,186024.265885407
2619,244578.990928772
2620,159723.198601041
2621,164161.251282958
2622,171590.542052257
2623,245778.067460525
2624,294179.69141796
2625,367860.593515496
2626,166736.475221315
2627,188633.603491522
2628,390542.681789717
2629,490792.619322794
2630,332700.452956727
2631,441967.346083283
2632,388384.35742909
2633,306905.925375341
2634,367201.294020726
2635,157481.870950507
2636,188108.338607335
2637,162622.134674608
2638,235569.432752608
2639,169517.143735656
2640,154279.803025336
2641,105403.264116533
2642,193851.087164751
2643,125047.971882234
2644,139962.15454158
2645,133239.263846895
2646,114177.076573142
2647,119433.891331033
2648,142944.942018537
2649,150312.265613019
2650,172846.542221568
2651,150382.374043452
2652,423403.559743271
2653,274968.091100196
2654,269712.066557173
2655,385933.345849663
2656,308582.744971827
2657,329488.72726183
2658,270352.791930006
2659,276770.541600831
2660,318099.806008346
2661,355535.684442544
2662,342184.95897565
2663,272433.008296435
2664,286639.148348234
2665,335228.162042512
2666,304937.472987159
2667,157429.160563048
2668,176951.513734763
2669,179055.406369318
2670,270826.496036442
2671,176951.513734763
2672,193189.553860704
2673,203316.296162528
2674,205913.618644294
2675,178761.970713746
2676,185209.10467279
2677,185609.032614845
2678,245889.080533851
2679,255233.943440006
2680,274490.086511765
2681,415817.742818025
2682,317694.545716132
2683,533372.710047177
2684,300126.633626275
2685,315195.137646095
2686,255975.472653324
2687,287908.04819835
2688,237533.505505771
2689,215804.290984273
2690,459836.396838228
2691,183437.813468721
2692,146563.004447877
2693,212469.274124887
2694,145772.13894636
2695,193422.863634802
2696,183008.096916772
2697,191485.061172032
2698,168891.570848336
2699,181212.142710055
2700,163764.384710638
2701,146523.64113068
2702,117394.97687033
2703,138238.435985684
2704,137781.239412344
2705,120014.279878077
2706,122357.200201432
2707,127927.42600899
2708,129444.642464266
2709,113405.095211187
2710,123636.207948535
2711,257103.965001288
2712,336039.218120866
2713,184977.598025084
2714,157843.034358687
2715,160578.406987318
2716,152351.1096449
2717,172954.204338312
2718,244666.319902126
2719,149336.53598817
2720,185722.846705519
2721,131239.73416728
2722,151827.940921663
2723,154976.377265074
2724,121528.334541656
2725,122998.098803878
2726,158703.335986035
2727,177884.109656527
2728,159164.154357793
2729,138301.257875138
2730,152540.04823262
2731,122516.864895134
2732,128500.349018448
2733,154312.365659011
2734,156782.711426643
2735,122644.519483117
2736,132608.363508468
2737,117767.718331489
2738,170179.976396958
2739,150520.227752728
2740,152098.32322395
2741,135240.26049863
2742,156814.259798383
2743,137709.014634784
2744,143137.953317948
2745,148179.458332103
2746,122355.926152668
2747,127410.961163173
2748,128334.873226616
2749,118061.039087919
2750,127072.864020245
2751,114576.218684426
2752,187495.251522907
2753,149478.181427581
2754,254217.153182173
2755,144029.816712376
2756,96679.3035081065
2757,73239.3639373155
2758,86806.0622040254
2759,144067.958791261
2760,115133.45924194
2761,135664.805285709
2762,138002.931841789
2763,181964.844416176
2764,127380.886111723
2765,271583.984955936
2766,135746.038174982
2767,74848.0211998969
2768,144763.973386708
2769,116681.389082995
2770,160240.786417974
2771,119420.392753375
2772,112491.9153001
2773,147127.676219318
2774,147743.218813539
2775,121420.881438596
2776,131016.144174714
2777,144812.794525042
2778,126847.204635159
2779,128568.045481308
2780,114615.812330598
2781,110035.646765653
2782,99284.4364756525
2783,87652.3943414202
2784,139892.193971605
2785,137415.894279236
2786,70350.0578767989
2787,139439.272829977
2788,75771.4957430274
2789,179568.661047507
2790,107471.008232459
2791,125184.123226366
2792,69976.0077477584
2793,150404.72211047
2794,90781.0073410076
2795,121415.045766629
2796,95192.1207656183
2797,230192.310505627
2798,101326.560423206
2799,112366.625178608
2800,77554.5048881574
2801,121600.502903881
2802,121577.263054709
2803,218108.411738127
2804,107865.091158557
2805,98061.3655816385
2806,81647.4307458929
2807,164052.553702216
2808,140197.731741913
2809,142994.102855299
2810,131391.258119056
2811,149334.354638892
2812,154308.782781513
2813,197639.813368907
2814,196155.611915906
2815,100109.105115736
2816,243434.568048599
2817,135679.259185226
2818,135941.917438247
2819,153506.736660535
2820,123513.1871789
2821,108502.444272188
2822,175110.539126529
2823,380863.938522655
2824,175516.840333219
2825,115471.287522913
2826,139166.427515358
2827,144562.80648014
2828,190908.472423947
2829,234395.723396169
2830,248719.496349924
2831,193860.238033538
2832,236144.145377654
2833,261947.826359812
2834,211398.591907994
2835,234671.891159531
2836,191060.085140174
2837,166907.834093809
2838,154261.180116419
2839,159273.969328361
2840,209098.678276945
2841,192834.516736453
2842,203287.084242708
2843,145120.741088909
2844,167572.759031592
2845,134059.216512656
2846,198364.024502732
2847,176997.901071781
2848,212085.886382537
2849,205013.590990149
2850,259066.578720172
